Lake Name,Townshiop,STN,Site ID,Site Description,Latitude (DMS),Longitude (DMS),Date (DD-MMM-YY),Chloride (mg/L)
BAY LAKE,PERRY,258,2,"E end, deep spot",453009,791152,09-Jun-19,1.40
BAY LAKE,PERRY,258,2,"E end, deep spot",453009,791152,04-Jun-20,1.47
BAY LAKE,PERRY,258,3,S Bay- deep spot,453003,791226,19-May-15,1.11
BAY LAKE,PERRY,258,3,S Bay- deep spot,453003,791226,23-May-16,1.31
BAY LAKE,PERRY,258,3,S Bay- deep spot,453003,791226,29-May-17,1.37
BAY LAKE,PERRY,258,3,S Bay- deep spot,453003,791226,28-May-18,1.35
BAY LAKE,PERRY,258,3,S Bay- deep spot,453003,791226,09-Jun-19,1.40
BAY LAKE,PERRY,258,3,S Bay- deep spot,453003,791226,04-Jun-20,1.46
BEAR LAKE,LIVINGSTONE,267,4,"N end, deep spot Basin 2",452045,784242,25-May-18,0.46
BEAR LAKE,LIVINGSTONE,267,4,"N end, deep spot Basin 2",452045,784242,19-May-19,0.30
BEAR LAKE,LIVINGSTONE,267,4,"N end, deep spot Basin 2",452045,784242,30-May-20,0.42
BEAR LAKE,MCMURRICH,268,1,"Mid Lake, deep spot",452620,793500,10-Jul-16,0.72
BEAR LAKE,MCMURRICH,268,1,"Mid Lake, deep spot",452620,793500,03-Jul-18,0.89
BEAR LAKE,MCMURRICH,268,1,"Mid Lake, deep spot",452620,793500,09-Jun-19,0.90
BEAVER LAKE,SHEFFIELD,7039,3,"W Basin, Deep spot",442981,770190,19-Jul-15,5.70
BEAVER LAKE (BETHUNE),BETHUNE,1700,1,"Mid Lake, deep spot",453453,791237,25-May-19,0.40
BEAVER LAKE (BETHUNE),BETHUNE,1700,2,"Mid Lake, deep spot",453482,791260,26-May-15,1.60
BEAVER LAKE (BETHUNE),BETHUNE,1700,2,"Mid Lake, deep spot",453482,791260,02-Jun-16,0.36
BEAVER LAKE (BETHUNE),BETHUNE,1700,2,"Mid Lake, deep spot",453482,791260,23-May-17,0.44
BEAVER LAKE (MCINNIS),GALWAY-CAVENDISH,7040,2,"Mid lake, deep spot",444400,781700,08-Jun-15,0.36
BEAVER LAKE (MCINNIS),GALWAY-CAVENDISH,7040,2,"Mid lake, deep spot",444400,781700,24-May-16,0.47
BEAVER LAKE (MCINNIS),GALWAY-CAVENDISH,7040,2,"Mid lake, deep spot",444400,781700,30-May-17,0.35
BEAVER LAKE (MCINNIS),GALWAY-CAVENDISH,7040,2,"Mid lake, deep spot",444400,781700,31-May-19,0.30
BEECH LAKE,ALGONQUIN HIGHLANDS,302,2,"Mid lake, deep spot",450440,784130,14-May-15,3.03
BEECH LAKE,ALGONQUIN HIGHLANDS,302,2,"Mid lake, deep spot",450440,784130,26-Jun-16,3.06
BEECH LAKE,ALGONQUIN HIGHLANDS,302,2,"Mid lake, deep spot",450440,784130,16-May-17,3.61
BEECH LAKE,ALGONQUIN HIGHLANDS,302,2,"Mid lake, deep spot",450440,784130,03-Jun-18,4.47
BEECH LAKE,ALGONQUIN HIGHLANDS,302,2,"Mid lake, deep spot",450440,784130,09-Jun-19,4.10
BELLA LAKE,SINCLAIR,319,2,"Mid Lake, deep spot",452650,790217,17-May-15,1.07
BELLA LAKE,SINCLAIR,319,2,"Mid Lake, deep spot",452650,790217,22-May-16,1.17
BELLA LAKE,SINCLAIR,319,2,"Mid Lake, deep spot",452650,790217,22-May-17,1.18
BELLA LAKE,SINCLAIR,319,2,"Mid Lake, deep spot",452650,790217,21-May-18,1.17
BELLA LAKE,SINCLAIR,319,2,"Mid Lake, deep spot",452650,790217,22-May-19,1.10
BELLA LAKE,SINCLAIR,319,2,"Mid Lake, deep spot",452650,790217,17-May-20,1.16
BELLS LAKE (SILVER),SPENCE,322,2,"Mid Lake, deep spot",453614,794080,18-May-15,0.33
BELLS LAKE (SILVER),SPENCE,322,2,"Mid Lake, deep spot",453614,794080,27-May-16,0.33
BELLS LAKE (SILVER),SPENCE,322,2,"Mid Lake, deep spot",453614,794080,10-Jun-17,0.34
BELLS LAKE (SILVER),SPENCE,322,2,"Mid Lake, deep spot",453614,794080,27-May-18,0.41
BELMONT LAKE,BELMONT-METHUEN,6939,4,S end of Big Is. (deep spot),442912,774923,29-May-16,5.87
BELMONT LAKE,BELMONT-METHUEN,6939,4,S end of Big Is. (deep spot),442912,774923,29-May-18,5.50
BELMONT LAKE,BELMONT-METHUEN,6939,4,S end of Big Is. (deep spot),442912,774923,23-May-19,5.90
BELMONT LAKE,BELMONT-METHUEN,6939,4,S end of Big Is. (deep spot),442912,774923,01-Jul-20,6.28
BELWOOD LAKE,CENTRE WELLINGTON,7581,1,Mid north/west end,434641,802015,05-May-15,14.90
BELWOOD LAKE,CENTRE WELLINGTON,7581,1,Mid north/west end,434641,802015,04-Jun-15,16.80
BELWOOD LAKE,CENTRE WELLINGTON,7581,1,Mid north/west end,434641,802015,03-Jul-15,17.00
BELWOOD LAKE,CENTRE WELLINGTON,7581,1,Mid north/west end,434641,802015,13-May-16,13.00
BELWOOD LAKE,CENTRE WELLINGTON,7581,1,Mid north/west end,434641,802015,12-Jun-16,14.80
BELWOOD LAKE,CENTRE WELLINGTON,7581,1,Mid north/west end,434641,802015,15-Jul-16,15.30
BELWOOD LAKE,CENTRE WELLINGTON,7581,1,Mid north/west end,434641,802015,31-May-17,15.90
BELWOOD LAKE,CENTRE WELLINGTON,7581,1,Mid north/west end,434641,802015,26-Jun-17,10.30
BELWOOD LAKE,CENTRE WELLINGTON,7581,1,Mid north/west end,434641,802015,10-May-18,13.40
BELWOOD LAKE,CENTRE WELLINGTON,7581,1,Mid north/west end,434641,802015,14-Jun-18,14.60
BELWOOD LAKE,CENTRE WELLINGTON,7581,1,Mid north/west end,434641,802015,12-Jul-18,14.90
BELWOOD LAKE,CENTRE WELLINGTON,7581,1,Mid north/west end,434641,802015,31-May-19,16.80
BELWOOD LAKE,CENTRE WELLINGTON,7581,1,Mid north/west end,434641,802015,27-Jun-19,17.80
BENSON LAKE,RIDEAU LAKES,7252,1,"Mid Lake, deep spot",443523,762112,17-Jun-16,5.91
BENSON LAKE,RIDEAU LAKES,7252,1,"Mid Lake, deep spot",443523,762112,17-Jun-16,5.91
BENSON LAKE,RIDEAU LAKES,7252,1,"Mid Lake, deep spot",443523,762112,24-Jul-16,5.93
BENSON LAKE,RIDEAU LAKES,7252,1,"Mid Lake, deep spot",443523,762112,07-May-17,4.48
BENSON LAKE,RIDEAU LAKES,7252,1,"Mid Lake, deep spot",443523,762112,27-May-18,4.31
BENSON LAKE,RIDEAU LAKES,7252,1,"Mid Lake, deep spot",443523,762112,03-Jul-18,4.73
BENSON LAKE,RIDEAU LAKES,7252,1,"Mid Lake, deep spot",443523,762112,06-Jun-19,3.90
BENSON LAKE,RIDEAU LAKES,7252,1,"Mid Lake, deep spot",443523,762112,23-Jun-19,3.50
BERNARD LAKE,STRONG,337,1,Main Basin-deep spot,454500,792300,21-May-15,12.10
BERNARD LAKE,STRONG,337,1,Main Basin-deep spot,454500,792300,15-Jun-16,11.80
BERNARD LAKE,STRONG,337,1,Main Basin-deep spot,454500,792300,17-Jun-19,14.00
BERNARD LAKE,STRONG,337,2,"S Basin, deep spot",454250,792340,21-May-15,12.30
BERNARD LAKE,STRONG,337,2,"S Basin, deep spot",454250,792340,15-Jun-16,11.90
BERNARD LAKE,STRONG,337,2,"S Basin, deep spot",454250,792340,17-Jun-19,13.80
BERNARD LAKE,STRONG,337,3,W Bay near dam,454314,792449,21-May-15,12.10
BERNARD LAKE,STRONG,337,3,W Bay near dam,454314,792449,15-Jun-16,11.90
BERNARD LAKE,STRONG,337,3,W Bay near dam,454314,792449,16-Jun-19,13.80
BERNARD LAKE,STRONG,337,4,N end near Sundridge,454600,792313,21-May-15,12.10
BERNARD LAKE,STRONG,337,4,N end near Sundridge,454600,792313,15-Jun-16,11.80
BERNARD LAKE,STRONG,337,4,N end near Sundridge,454600,792313,16-Jun-19,14.10
BIG BALD LAKE,GALWAY-CAVENDISH,6941,1,"Mid Lake, deep spot",443435,782310,17-May-15,12.70
BIG BALD LAKE,GALWAY-CAVENDISH,6941,1,"Mid Lake, deep spot",443435,782310,13-Jun-15,13.80
BIG BALD LAKE,GALWAY-CAVENDISH,6941,1,"Mid Lake, deep spot",443435,782310,19-May-16,17.60
BIG BALD LAKE,GALWAY-CAVENDISH,6941,1,"Mid Lake, deep spot",443435,782310,27-May-16,16.40
BIG BALD LAKE,GALWAY-CAVENDISH,6941,1,"Mid Lake, deep spot",443435,782310,22-May-17,22.10
BIG BALD LAKE,GALWAY-CAVENDISH,6941,1,"Mid Lake, deep spot",443435,782310,08-Jul-17,22.40
BIG BALD LAKE,GALWAY-CAVENDISH,6941,1,"Mid Lake, deep spot",443435,782310,10-Jul-18,20.80
BIG BALD LAKE,GALWAY-CAVENDISH,6941,2,Bay nr golf course,443434,782253,09-Jun-18,21.60
BIG BROTHER LAKE,STANHOPE,6004,1,Deep spot,450813,784633,21-May-18,11.50
BIG BROTHER LAKE,STANHOPE,6004,1,Deep spot,450813,784633,06-Jun-19,17.00
BIG BROTHER LAKE,STANHOPE,6004,1,Deep spot,450813,784633,20-May-20,15.80
BIG CEDAR LAKE,N KAWARTHA,363,1,"Mid Lake, deep spot",443620,781010,16-May-15,9.71
BIG CEDAR LAKE,N KAWARTHA,363,1,"Mid Lake, deep spot",443620,781010,22-May-16,10.90
BIG CEDAR LAKE,N KAWARTHA,363,1,"Mid Lake, deep spot",443620,781010,20-May-17,11.30
BIG CEDAR LAKE,N KAWARTHA,363,1,"Mid Lake, deep spot",443620,781010,06-May-18,11.10
BIG CEDAR LAKE,N KAWARTHA,363,1,"Mid Lake, deep spot",443620,781010,31-May-19,12.00
BIG CEDAR LAKE,N KAWARTHA,363,1,"Mid Lake, deep spot",443620,781010,06-Oct-20,12.10
BIG CLEAR LAKE,KENNEBEC,365,1,Main Basin-deep spot,444320,765430,15-May-15,8.76
BIG CLEAR LAKE,KENNEBEC,365,1,Main Basin-deep spot,444320,765430,22-May-16,8.25
BIG CLEAR LAKE,KENNEBEC,365,1,Main Basin-deep spot,444320,765430,03-Jun-17,9.48
BIG CLEAR LAKE,KENNEBEC,365,1,Main Basin-deep spot,444320,765430,19-May-19,9.60
BIG CLEAR LAKE,KENNEBEC,365,1,Main Basin-deep spot,444320,765430,25-May-20,9.97
BIG CLEAR LAKE,KENNEBEC,365,2,"N Bay, deep spot",444410,765420,15-May-15,8.11
BIG CLEAR LAKE,KENNEBEC,365,2,"N Bay, deep spot",444410,765420,23-May-16,9.15
BIG CLEAR LAKE,KENNEBEC,365,2,"N Bay, deep spot",444410,765420,03-Jun-17,10.20
BIG CLEAR LAKE,KENNEBEC,365,2,"N Bay, deep spot",444410,765420,24-May-18,10.20
BIG CLEAR LAKE,KENNEBEC,365,2,"N Bay, deep spot",444410,765420,19-May-19,11.30
BIG CLEAR LAKE,KENNEBEC,365,2,"N Bay, deep spot",444410,765420,25-May-20,10.30
BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,1,E Long Is-NofNarrows,445120,765250,17-May-15,2.71
BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,1,E Long Is-NofNarrows,445120,765250,04-Jun-16,2.39
BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,1,E Long Is-NofNarrows,445120,765250,04-Jun-16,2.39
BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,1,E Long Is-NofNarrows,445120,765250,07-Jun-17,2.60
BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,1,E Long Is-NofNarrows,445120,765250,20-May-18,2.72
BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,1,E Long Is-NofNarrows,445120,765250,09-Jun-19,2.80
BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,3,Pinnacle Point,444855,765900,24-May-15,2.31
BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,3,Pinnacle Point,444855,765900,11-May-16,2.49
BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,3,Pinnacle Point,444855,765900,23-May-17,2.64
BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,3,Pinnacle Point,444855,765900,16-Jun-18,2.64
BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,3,Pinnacle Point,444855,765900,01-Jun-19,2.80
BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,3,Pinnacle Point,444855,765900,07-Jun-20,2.84
BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,4,Tan Bark Bay,445000,765800,22-Jun-15,2.13
BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,4,Tan Bark Bay,445000,765800,17-May-16,2.44
BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,4,Tan Bark Bay,445000,765800,03-Jun-17,2.55
BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,4,Tan Bark Bay,445000,765800,11-Jun-18,2.57
BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,4,Tan Bark Bay,445000,765800,08-Jun-20,2.65
BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,5,"W Bay, deep spot",444903,770231,16-May-15,1.34
BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,5,"W Bay, deep spot",444903,770231,24-May-16,1.45
BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,5,"W Bay, deep spot",444903,770231,26-May-17,1.40
BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,5,"W Bay, deep spot",444903,770231,27-May-18,1.48
BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,5,"W Bay, deep spot",444903,770231,19-May-19,1.40
BIG GULL LAKE,"BARRIE, CLARENDON & MILLER",373,5,"W Bay, deep spot",444903,770231,30-May-20,1.57
BIG HAWK LAKE,STANHOPE,375,3,"Mid Lake, deep spot",450945,784359,14-Jun-15,0.67
BIG HAWK LAKE,STANHOPE,375,3,"Mid Lake, deep spot",450945,784359,23-May-16,0.60
BIG HAWK LAKE,STANHOPE,375,3,"Mid Lake, deep spot",450945,784359,22-May-17,0.50
BIG HAWK LAKE,STANHOPE,375,3,"Mid Lake, deep spot",450945,784359,21-May-18,0.65
BIG HAWK LAKE,STANHOPE,375,3,"Mid Lake, deep spot",450945,784359,30-May-19,0.60
BIG LAKE,SANDFIELD,7517,1,"Mid lake, deep spot",454403,820514,24-May-15,1.21
BIG LAKE,SANDFIELD,7517,1,"Mid lake, deep spot",454403,820514,18-Jun-15,1.15
BIG LAKE,SANDFIELD,7517,1,"Mid lake, deep spot",454403,820514,21-Jul-15,1.09
BIG LAKE,SANDFIELD,7517,1,"Mid lake, deep spot",454403,820514,23-May-16,1.16
BIG LAKE,SANDFIELD,7517,1,"Mid lake, deep spot",454403,820514,19-Jun-16,1.19
BIG LAKE,SANDFIELD,7517,1,"Mid lake, deep spot",454403,820514,19-Jun-16,1.19
BIG LAKE,SANDFIELD,7517,1,"Mid lake, deep spot",454403,820514,17-Jul-16,1.24
BIG LAKE,SANDFIELD,7517,1,"Mid lake, deep spot",454403,820514,20-May-17,1.85
BIG LAKE,SANDFIELD,7517,1,"Mid lake, deep spot",454403,820514,16-Jun-17,1.58
BIG LAKE,SANDFIELD,7517,1,"Mid lake, deep spot",454403,820514,16-Jul-17,1.47
BIG LAKE,SANDFIELD,7517,1,"Mid lake, deep spot",454403,820514,21-May-18,1.83
BIG LAKE,SANDFIELD,7517,1,"Mid lake, deep spot",454403,820514,12-Jun-18,1.77
BIG LAKE,SANDFIELD,7517,1,"Mid lake, deep spot",454403,820514,15-Jul-18,1.76
BIG LAKE,SANDFIELD,7517,1,"Mid lake, deep spot",454403,820514,18-May-19,1.50
BIG LAKE,SANDFIELD,7517,1,"Mid lake, deep spot",454403,820514,19-Jun-19,1.70
BIG LAKE,SANDFIELD,7517,1,"Mid lake, deep spot",454403,820514,23-May-20,0.95
BIG LAKE,SANDFIELD,7517,1,"Mid lake, deep spot",454403,820514,20-Jun-20,1.09
BIG RIDEAU LAKE,RIDEAU LAKES,4624,9,Between long Isd & Turnip Isd.,444459,761311,14-Jul-15,9.24
BIG RIDEAU LAKE,RIDEAU LAKES,4624,18,O'Mearas Bay,444822,761131,22-May-19,9.50
BIG RIDEAU LAKE,RIDEAU LAKES,4624,18,O'Mearas Bay,444822,761131,04-Oct-20,10.00
BIG STRAGGLE LAKE,DYSART ET AL,7017,1,Between is. & mainland,450705,781201,03-Jun-16,0.75
BIG STRAGGLE LAKE,DYSART ET AL,7017,1,Between is. & mainland,450705,781201,17-May-17,0.80
BIG STRAGGLE LAKE,DYSART ET AL,7017,1,Between is. & mainland,450705,781201,21-May-18,0.85
BIG STRAGGLE LAKE,DYSART ET AL,7017,1,Between is. & mainland,450705,781201,19-Jun-19,0.92
BIGWATER LAKE,MURPHY (CITY OF TIMMINS),412,3,mid lake,483643,811708,28-May-18,12.50
BIGWIND LAKE,OAKLEY,413,1,S/W of Burnt Is.,450320,790312,17-May-15,0.45
BIGWIND LAKE,OAKLEY,413,1,S/W of Burnt Is.,450320,790312,17-Jun-16,0.54
BIGWIND LAKE,OAKLEY,413,1,S/W of Burnt Is.,450320,790312,17-Jun-16,0.54
BIGWIND LAKE,OAKLEY,413,1,S/W of Burnt Is.,450320,790312,20-May-17,0.55
BIGWIND LAKE,OAKLEY,413,1,S/W of Burnt Is.,450320,790312,28-May-18,0.51
BIGWIND LAKE,OAKLEY,413,1,S/W of Burnt Is.,450320,790312,19-May-19,0.50
BIGWIND LAKE,OAKLEY,413,1,S/W of Burnt Is.,450320,790312,03-Aug-20,0.54
BIRCH LAKE,DAY,7523,1,Deep spot,461914,832704,24-May-15,1.13
BIRCH LAKE,DAY,7523,1,Deep spot,461914,832704,26-Jun-15,1.14
BITTER LAKE,GUILFORD,433,1,"Mid Lake, deep spot",451020,783440,21-May-15,1.04
BITTER LAKE,GUILFORD,433,1,"Mid Lake, deep spot",451020,783440,02-May-16,1.25
BITTER LAKE,GUILFORD,433,1,"Mid Lake, deep spot",451020,783440,09-Jun-17,1.48
BITTER LAKE,GUILFORD,433,1,"Mid Lake, deep spot",451020,783440,20-May-18,1.80
BITTER LAKE,GUILFORD,433,1,"Mid Lake, deep spot",451020,783440,22-May-19,2.30
BITTER LAKE,GUILFORD,433,1,"Mid Lake, deep spot",451020,783440,16-May-20,3.05
BITTER LAKE,GUILFORD,433,2,Deep Spot,451026,783425,13-May-15,1.05
BITTER LAKE,GUILFORD,433,2,Deep Spot,451026,783425,23-May-16,1.18
BITTER LAKE,GUILFORD,433,2,Deep Spot,451026,783425,23-May-17,1.44
BITTER LAKE,GUILFORD,433,2,Deep Spot,451026,783425,17-May-18,1.88
BITTER LAKE,GUILFORD,433,2,Deep Spot,451026,783425,09-Jul-19,2.30
BLACK LAKE,LUTTERWORTH,440,1,"Main basin, deep spot",444897,784940,03-May-15,0.45
BLACK LAKE,LUTTERWORTH,440,1,"Main basin, deep spot",444897,784940,26-May-16,0.62
BLACK LAKE,LUTTERWORTH,440,1,"Main basin, deep spot",444897,784940,19-May-17,0.55
BLACK LAKE,LUTTERWORTH,440,1,"Main basin, deep spot",444897,784940,25-May-18,0.90
BLACK LAKE,LUTTERWORTH,440,1,"Main basin, deep spot",444897,784940,19-May-19,0.70
BLACK STURGEON LAKES,MELICK,450,6,UpperLk-EagleViewBay,495042,941610,06-May-15,3.33
BLACK STURGEON LAKES,MELICK,450,6,UpperLk-EagleViewBay,495042,941610,01-May-16,3.76
BLACK STURGEON LAKES,MELICK,450,6,UpperLk-EagleViewBay,495042,941610,16-May-17,3.56
BLACK STURGEON LAKES,MELICK,450,6,UpperLk-EagleViewBay,495042,941610,21-May-18,3.84
BLACK STURGEON LAKES,MELICK,450,6,UpperLk-EagleViewBay,495042,941610,21-May-19,3.80
BLACK STURGEON LAKES,MELICK,450,6,UpperLk-EagleViewBay,495042,941610,17-May-20,3.50
BLACK STURGEON LAKES,MELICK,450,12,Lower Lake NW bay-deep spot,495279,942686,16-May-15,3.41
BLACK STURGEON LAKES,MELICK,450,12,Lower Lake NW bay-deep spot,495279,942686,23-May-16,4.11
BLACK STURGEON LAKES,MELICK,450,12,Lower Lake NW bay-deep spot,495279,942686,12-May-19,3.90
BLACK STURGEON LAKES,MELICK,450,12,Lower Lake NW bay-deep spot,495279,942686,18-May-20,4.16
BLACK STURGEON LAKES,MELICK,450,13,Lower Lake S Basin deep spot,494928,942572,28-Apr-15,3.82
BLACK STURGEON LAKES,MELICK,450,13,Lower Lake S Basin deep spot,494928,942572,09-May-16,4.26
BLACK STURGEON LAKES,MELICK,450,13,Lower Lake S Basin deep spot,494928,942572,09-Jul-17,3.88
BLACK STURGEON LAKES,MELICK,450,13,Lower Lake S Basin deep spot,494928,942572,06-Jun-18,4.31
BLACK STURGEON LAKES,MELICK,450,13,Lower Lake S Basin deep spot,494928,942572,27-May-19,4.20
BLACK STURGEON LAKES,MELICK,450,13,Lower Lake S Basin deep spot,494928,942572,30-May-20,4.09
BLACK STURGEON LAKES,MELICK,450,14,"Lower Lake, Mid Lake Deep spot",494935,942502,02-Jun-15,3.69
BLACK STURGEON LAKES,MELICK,450,15,"Upper Lk, Deep Spot",494938,941851,08-May-16,3.89
BLACK STURGEON LAKES,MELICK,450,15,"Upper Lk, Deep Spot",494938,941851,07-May-17,3.45
BLACK STURGEON LAKES,MELICK,450,15,"Upper Lk, Deep Spot",494938,941851,21-May-18,3.82
BLACK STURGEON LAKES,MELICK,450,15,"Upper Lk, Deep Spot",494938,941851,17-May-19,3.90
BLACK STURGEON LAKES,MELICK,450,15,"Upper Lk, Deep Spot",494938,941851,19-May-20,3.48
BLACK STURGEON LAKES,MELICK,450,16,"Lower Lk, Deep Spot",495204,942621,08-May-16,4.29
BLACK STURGEON LAKES,MELICK,450,16,"Lower Lk, Deep Spot",495204,942621,07-May-17,3.78
BLACK STURGEON LAKES,MELICK,450,16,"Lower Lk, Deep Spot",495204,942621,21-May-18,3.77
BLACK STURGEON LAKES,MELICK,450,16,"Lower Lk, Deep Spot",495204,942621,17-May-19,4.10
BLACK STURGEON LAKES,MELICK,450,16,"Lower Lk, Deep Spot",495204,942621,19-May-20,3.93
BLACKSTONE LAKE,ARCHIPELAGO,461,1,"Mid Lake, deep spot",451400,795300,02-Jun-15,18.60
BLACKSTONE LAKE,ARCHIPELAGO,461,1,"Mid Lake, deep spot",451400,795300,23-Jun-16,19.20
BLACKSTONE LAKE,ARCHIPELAGO,461,1,"Mid Lake, deep spot",451400,795300,23-Jun-16,19.20
BLACKSTONE LAKE,ARCHIPELAGO,461,1,"Mid Lake, deep spot",451400,795300,24-Jun-17,21.30
BLACKSTONE LAKE,ARCHIPELAGO,461,1,"Mid Lake, deep spot",451400,795300,20-May-18,20.20
BLACKWATER LAKE,SEGUIN,462,2,"Mid lake, deep spot",452537,794905,24-Aug-17,0.70
BLACKWATER LAKE,SEGUIN,462,2,"Mid lake, deep spot",452537,794905,18-Jun-19,0.80
BLINDFOLD LAKE,KIRKUP,468,1,"Mid Lake, deep spot",494029,941553,24-May-15,5.66
BLINDFOLD LAKE,KIRKUP,468,1,"Mid Lake, deep spot",494029,941553,21-May-16,5.01
BLINDFOLD LAKE,KIRKUP,468,1,"Mid Lake, deep spot",494029,941553,24-May-17,5.26
BLINDFOLD LAKE,KIRKUP,468,1,"Mid Lake, deep spot",494029,941553,21-May-18,5.85
BLINDFOLD LAKE,KIRKUP,468,1,"Mid Lake, deep spot",494029,941553,24-Jun-19,5.50
BLINDFOLD LAKE,KIRKUP,468,1,"Mid Lake, deep spot",494029,941553,29-May-20,4.88
BLUE LAKE,SEGUIN,477,2,"Mid lake, deep spot",451642,795947,04-Jun-18,0.30
BOB LAKE (BIG),ANSON,505,2,"South end, deep spot",445432,784634,18-Jun-19,0.64
BOB LAKE (BIG),ANSON,505,4,"N end, deep spot",445513,784726,29-May-15,0.65
BOB LAKE (BIG),ANSON,505,4,"N end, deep spot",445513,784726,27-May-17,0.50
BOB LAKE (BIG),ANSON,505,4,"N end, deep spot",445513,784726,28-May-18,0.53
BOBS LAKE,BEDFORD,510,3,"E Basin, deep spot",444049,763548,03-Jun-15,4.58
BOBS LAKE,BEDFORD,510,3,"E Basin, deep spot",444049,763548,01-Jun-16,4.45
BOBS LAKE,BEDFORD,510,3,"E Basin, deep spot",444049,763548,28-May-18,5.50
BOBS LAKE,BEDFORD,510,3,"E Basin, deep spot",444049,763548,29-May-19,5.10
BOBS LAKE,BEDFORD,510,5,Central Narrows,444208,763349,31-May-16,4.98
BOBS LAKE,BEDFORD,510,5,Central Narrows,444208,763349,28-May-19,5.30
BOBS LAKE,BEDFORD,510,5,Central Narrows,444208,763349,29-Jul-20,5.12
BOBS LAKE,BEDFORD,510,6,"Green Bay,mid-bay",443847,763539,08-May-15,3.71
BOBS LAKE,BEDFORD,510,6,"Green Bay,mid-bay",443847,763539,12-May-16,3.73
BOBS LAKE,BEDFORD,510,6,"Green Bay,mid-bay",443847,763539,08-Jun-17,4.09
BOBS LAKE,BEDFORD,510,6,"Green Bay,mid-bay",443847,763539,12-May-18,4.13
BOBS LAKE,BEDFORD,510,6,"Green Bay,mid-bay",443847,763539,29-May-19,3.90
BOBS LAKE,BEDFORD,510,6,"Green Bay,mid-bay",443847,763539,14-Oct-20,3.75
BOBS LAKE,BEDFORD,510,7,Long Bay,444304,763206,18-May-15,4.25
BOBS LAKE,BEDFORD,510,7,Long Bay,444304,763206,24-May-16,4.93
BOBS LAKE,BEDFORD,510,7,Long Bay,444304,763206,28-May-17,4.94
BOBS LAKE,BEDFORD,510,7,Long Bay,444304,763206,27-May-18,5.00
BOBS LAKE,BEDFORD,510,7,Long Bay,444304,763206,01-Jun-19,5.00
BOBS LAKE,BEDFORD,510,8,Mill Bay,444332,763353,14-May-15,4.20
BOBS LAKE,BEDFORD,510,8,Mill Bay,444332,763353,10-May-16,4.49
BOBS LAKE,BEDFORD,510,8,Mill Bay,444332,763353,01-Jun-17,4.93
BOBS LAKE,BEDFORD,510,8,Mill Bay,444332,763353,16-May-19,4.80
BOBS LAKE,BEDFORD,510,9,Mud Bay,444249,763459,10-May-15,4.75
BOBS LAKE,BEDFORD,510,9,Mud Bay,444249,763459,22-May-16,4.85
BOBS LAKE,BEDFORD,510,9,Mud Bay,444249,763459,20-May-17,5.24
BOBS LAKE,BEDFORD,510,9,Mud Bay,444249,763459,11-May-18,5.34
BOBS LAKE,BEDFORD,510,9,Mud Bay,444249,763459,26-May-19,5.40
BOBS LAKE,BEDFORD,510,10,Norris Bay,444430,763204,25-May-15,4.27
BOBS LAKE,BEDFORD,510,10,Norris Bay,444430,763204,23-May-16,4.54
BOBS LAKE,BEDFORD,510,10,Norris Bay,444430,763204,31-May-17,4.88
BOBS LAKE,BEDFORD,510,10,Norris Bay,444430,763204,22-May-18,4.45
BOBS LAKE,BEDFORD,510,10,Norris Bay,444430,763204,01-Jun-19,5.00
BOBS LAKE,BEDFORD,510,10,Norris Bay,444430,763204,06-Nov-20,4.91
BOBS LAKE,BEDFORD,510,11,"W Basin, deep spot",443936,763836,09-May-15,4.95
BOBS LAKE,BEDFORD,510,11,"W Basin, deep spot",443936,763836,14-May-16,4.90
BOBS LAKE,BEDFORD,510,11,"W Basin, deep spot",443936,763836,14-May-17,5.47
BOBS LAKE,BEDFORD,510,11,"W Basin, deep spot",443936,763836,20-May-18,5.35
BOBS LAKE,BEDFORD,510,11,"W Basin, deep spot",443936,763836,11-May-19,5.50
BOLGER LAKE,MUNICIPALITY OF WHITESTONE,521,1,"Mid Lake, deep spot",454007,800956,25-Jun-15,0.22
